;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
467;{'n_estimators': 98, 'max_depth': 9, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,94%;69,17%;61,88%;58,75%;58,89%;"[[15  2  2  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 2  4  9  5]]"
1074;{'n_estimators': 96, 'max_depth': 8, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,91%;69,17%;61,88%;58,75%;58,89%;"[[15  2  2  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 2  4  9  5]]"
1572;{'n_estimators': 100, 'max_depth': 8, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,94%;69,17%;61,88%;58,75%;58,89%;"[[15  2  2  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 2  4  9  5]]"
1627;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,94%;69,17%;61,88%;58,75%;58,89%;"[[15  2  2  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 2  4  9  5]]"
1765;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,88%;69,17%;61,88%;58,75%;58,89%;"[[15  2  2  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 2  4  9  5]]"
1971;{'n_estimators': 100, 'max_depth': 9, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,94%;69,17%;61,88%;58,75%;58,89%;"[[15  2  2  1]
 [ 3  9  6  2]
 [ 3  1 54  2]
 [ 2  4  9  5]]"
98;{'n_estimators': 96, 'max_depth': 2, 'min_data_in_leaf': 48, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,61%;65,00%;63,62%;57,50%;58,89%;"[[13  3  4  0]
 [ 2 10  6  2]
 [ 3  8 48  1]
 [ 0  3 10  7]]"
2493;{'n_estimators': 97, 'max_depth': 2, 'min_data_in_leaf': 48, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,67%;65,00%;63,62%;57,50%;58,89%;"[[13  3  4  0]
 [ 2 10  6  2]
 [ 3  8 48  1]
 [ 0  3 10  7]]"
109;{'n_estimators': 98, 'max_depth': 5, 'min_data_in_leaf': 49, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,27%;68,33%;61,89%;58,33%;58,88%;"[[15  2  2  1]
 [ 3  8  6  3]
 [ 3  1 53  3]
 [ 2  2 10  6]]"
132;{'n_estimators': 97, 'max_depth': 5, 'min_data_in_leaf': 49, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,34%;68,33%;61,89%;58,33%;58,88%;"[[15  2  2  1]
 [ 3  8  6  3]
 [ 3  1 53  3]
 [ 2  2 10  6]]"
1496;{'n_estimators': 96, 'max_depth': 5, 'min_data_in_leaf': 49, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,29%;68,33%;61,89%;58,33%;58,88%;"[[15  2  2  1]
 [ 3  8  6  3]
 [ 3  1 53  3]
 [ 2  2 10  6]]"
1954;{'n_estimators': 98, 'max_depth': 8, 'min_data_in_leaf': 48, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,30%;69,17%;64,91%;57,92%;58,87%;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 3  1 55  1]
 [ 0  5 10  5]]"
2444;{'n_estimators': 100, 'max_depth': 8, 'min_data_in_leaf': 48, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,31%;69,17%;64,91%;57,92%;58,87%;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 3  1 55  1]
 [ 0  5 10  5]]"
522;{'n_estimators': 95, 'max_depth': 10, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,05%;68,33%;62,78%;57,50%;58,87%;"[[14  1  3  2]
 [ 2  9  6  3]
 [ 3  2 54  1]
 [ 0  3 12  5]]"
1263;{'n_estimators': 95, 'max_depth': 4, 'min_data_in_leaf': 54, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,93%;67,50%;61,73%;57,92%;58,87%;"[[14  1  3  2]
 [ 1 10  7  2]
 [ 3  3 52  2]
 [ 1  4 10  5]]"
509;{'n_estimators': 96, 'max_depth': 3, 'min_data_in_leaf': 51, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,19%;66,67%;61,13%;58,33%;58,87%;"[[15  2  2  1]
 [ 3 10  6  1]
 [ 2  4 50  4]
 [ 0  3 12  5]]"
1818;{'n_estimators': 100, 'max_depth': 3, 'min_data_in_leaf': 51, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,18%;66,67%;61,13%;58,33%;58,87%;"[[15  2  2  1]
 [ 3 10  6  1]
 [ 2  4 50  4]
 [ 0  3 12  5]]"
1871;{'n_estimators': 100, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,03%;66,67%;62,12%;58,33%;58,85%;"[[16  1  3  0]
 [ 1 10  8  1]
 [ 3  3 50  4]
 [ 0  4 12  4]]"
2086;{'n_estimators': 98, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,01%;66,67%;62,12%;58,33%;58,85%;"[[16  1  3  0]
 [ 1 10  8  1]
 [ 3  3 50  4]
 [ 0  4 12  4]]"
2395;{'n_estimators': 95, 'max_depth': 10, 'min_data_in_leaf': 46, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,91%;66,67%;62,12%;58,33%;58,85%;"[[16  1  3  0]
 [ 1 10  8  1]
 [ 3  3 50  4]
 [ 0  4 12  4]]"
1167;{'n_estimators': 95, 'max_depth': 4, 'min_data_in_leaf': 49, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,66%;67,50%;61,74%;57,92%;58,85%;"[[15  1  2  2]
 [ 3  8  6  3]
 [ 2  4 52  2]
 [ 1  1 12  6]]"
1632;{'n_estimators': 95, 'max_depth': 2, 'min_data_in_leaf': 49, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,95%;66,67%;59,87%;58,33%;58,84%;"[[14  2  2  2]
 [ 2  8  7  3]
 [ 3  4 50  3]
 [ 2  3  7  8]]"
2208;{'n_estimators': 96, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,38%;69,17%;65,42%;57,08%;58,83%;"[[14  1  3  2]
 [ 2  8  8  2]
 [ 2  2 56  0]
 [ 1  2 12  5]]"
1679;{'n_estimators': 98, 'max_depth': 6, 'min_data_in_leaf': 49, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,79%;69,17%;63,68%;57,92%;58,82%;"[[16  1  2  1]
 [ 3  6  9  2]
 [ 2  2 55  1]
 [ 0  4 10  6]]"
1757;{'n_estimators': 95, 'max_depth': 7, 'min_data_in_leaf': 53, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,88%;68,33%;63,89%;57,50%;58,82%;"[[15  1  2  2]
 [ 2  8  9  1]
 [ 2  3 54  1]
 [ 0  4 11  5]]"
1933;{'n_estimators': 95, 'max_depth': 7, 'min_data_in_leaf': 53, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,88%;68,33%;63,89%;57,50%;58,82%;"[[15  1  2  2]
 [ 2  8  9  1]
 [ 2  3 54  1]
 [ 0  4 11  5]]"
2007;{'n_estimators': 97, 'max_depth': 7, 'min_data_in_leaf': 53, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,83%;68,33%;63,89%;57,50%;58,82%;"[[15  1  2  2]
 [ 2  8  9  1]
 [ 2  3 54  1]
 [ 0  4 11  5]]"
2229;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 53, 'learning_rate': 0,6566666666666666};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,76%;68,33%;63,89%;57,50%;58,82%;"[[15  1  2  2]
 [ 2  8  9  1]
 [ 2  3 54  1]
 [ 0  4 11  5]]"
1652;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 47, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,42%;67,50%;64,03%;57,92%;58,77%;"[[15  1  4  0]
 [ 3  9  6  2]
 [ 2  5 52  1]
 [ 0  4 11  5]]"
178;{'n_estimators': 96, 'max_depth': 6, 'min_data_in_leaf': 54, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,60%;67,50%;62,03%;57,92%;58,76%;"[[15  1  3  1]
 [ 2  9  7  2]
 [ 3  2 52  3]
 [ 1  3 11  5]]"
225;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,03%;67,50%;62,03%;57,92%;58,76%;"[[15  2  2  1]
 [ 2  9  7  2]
 [ 3  2 52  3]
 [ 1  2 12  5]]"
317;{'n_estimators': 99, 'max_depth': 6, 'min_data_in_leaf': 54, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,69%;67,50%;62,03%;57,92%;58,76%;"[[15  1  3  1]
 [ 2  9  7  2]
 [ 3  2 52  3]
 [ 1  3 11  5]]"
324;{'n_estimators': 96, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,04%;67,50%;62,03%;57,92%;58,76%;"[[15  2  2  1]
 [ 2  9  7  2]
 [ 3  2 52  3]
 [ 1  2 12  5]]"
2120;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,03%;67,50%;62,03%;57,92%;58,76%;"[[15  2  2  1]
 [ 2  9  7  2]
 [ 3  2 52  3]
 [ 1  2 12  5]]"
2139;{'n_estimators': 96, 'max_depth': 6, 'min_data_in_leaf': 54, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,60%;67,50%;62,03%;57,92%;58,76%;"[[15  1  3  1]
 [ 2  9  7  2]
 [ 3  2 52  3]
 [ 1  3 11  5]]"
753;{'n_estimators': 96, 'max_depth': 4, 'min_data_in_leaf': 51, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,62%;66,67%;60,44%;58,33%;58,76%;"[[15  1  3  1]
 [ 2 10  6  2]
 [ 2  4 50  4]
 [ 1  4 10  5]]"
2384;{'n_estimators': 98, 'max_depth': 4, 'min_data_in_leaf': 47, 'learning_rate': 0,6788888888888889};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,05%;66,67%;63,70%;57,50%;58,76%;"[[15  1  4  0]
 [ 2  9  7  2]
 [ 3  4 51  2]
 [ 0  2 13  5]]"
1417;{'n_estimators': 97, 'max_depth': 1, 'min_data_in_leaf': 54, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,67%;65,83%;61,42%;57,08%;58,75%;"[[13  2  4  1]
 [ 1  8  8  3]
 [ 3  4 50  3]
 [ 0  4  8  8]]"
2178;{'n_estimators': 96, 'max_depth': 1, 'min_data_in_leaf': 54, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,38%;65,83%;61,42%;57,08%;58,75%;"[[13  2  4  1]
 [ 1  8  8  3]
 [ 3  4 50  3]
 [ 0  4  8  8]]"
1275;{'n_estimators': 97, 'max_depth': 3, 'min_data_in_leaf': 51, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,51%;67,50%;60,85%;57,92%;58,75%;"[[14  3  2  1]
 [ 1  9  6  4]
 [ 4  2 52  2]
 [ 1  3 10  6]]"
17;{'n_estimators': 97, 'max_depth': 6, 'min_data_in_leaf': 51, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,92%;66,67%;62,85%;57,50%;58,75%;"[[14  0  4  2]
 [ 2 10  7  1]
 [ 3  4 51  2]
 [ 1  2 12  5]]"
2350;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 51, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,93%;66,67%;62,85%;57,50%;58,75%;"[[14  0  4  2]
 [ 2 10  7  1]
 [ 3  4 51  2]
 [ 1  2 12  5]]"
2477;{'n_estimators': 95, 'max_depth': 6, 'min_data_in_leaf': 51, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,93%;66,67%;62,85%;57,50%;58,75%;"[[14  0  4  2]
 [ 2 10  7  1]
 [ 3  4 51  2]
 [ 1  2 12  5]]"
328;{'n_estimators': 100, 'max_depth': 4, 'min_data_in_leaf': 49, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,71%;68,33%;60,66%;58,33%;58,75%;"[[16  2  1  1]
 [ 3  8  6  3]
 [ 2  1 53  4]
 [ 0  4 11  5]]"
1198;{'n_estimators': 98, 'max_depth': 4, 'min_data_in_leaf': 49, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,72%;68,33%;60,66%;58,33%;58,75%;"[[16  2  1  1]
 [ 3  8  6  3]
 [ 2  1 53  4]
 [ 0  4 11  5]]"
1344;{'n_estimators': 99, 'max_depth': 4, 'min_data_in_leaf': 49, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,80%;68,33%;60,66%;58,33%;58,75%;"[[16  2  1  1]
 [ 3  8  6  3]
 [ 2  1 53  4]
 [ 0  4 11  5]]"
1706;{'n_estimators': 99, 'max_depth': 4, 'min_data_in_leaf': 49, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,80%;68,33%;60,66%;58,33%;58,75%;"[[16  2  1  1]
 [ 3  8  6  3]
 [ 2  1 53  4]
 [ 0  4 11  5]]"
1150;{'n_estimators': 98, 'max_depth': 2, 'min_data_in_leaf': 46, 'learning_rate': 0,6622222222222222};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,93%;65,83%;60,68%;57,92%;58,74%;"[[14  2  3  1]
 [ 2 10  6  2]
 [ 3  4 49  4]
 [ 1  2 11  6]]"
7;{'n_estimators': 98, 'max_depth': 1, 'min_data_in_leaf': 48, 'learning_rate': 0,6733333333333333};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,25%;66,67%;61,28%;57,50%;58,73%;"[[13  3  3  1]
 [ 3  9  6  2]
 [ 3  3 51  3]
 [ 0  3 10  7]]"
601;{'n_estimators': 95, 'max_depth': 3, 'min_data_in_leaf': 46, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,78%;68,33%;62,97%;58,33%;58,73%;"[[15  1  2  2]
 [ 2 10  7  1]
 [ 4  2 53  1]
 [ 0  4 12  4]]"
2430;{'n_estimators': 95, 'max_depth': 3, 'min_data_in_leaf': 52, 'learning_rate': 0,6455555555555555};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,12%;68,33%;62,43%;57,50%;58,72%;"[[15  1  3  1]
 [ 2  8  7  3]
 [ 2  2 54  2]
 [ 0  4 11  5]]"
760;{'n_estimators': 95, 'max_depth': 9, 'min_data_in_leaf': 48, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,58%;67,50%;63,37%;57,08%;58,72%;"[[14  2  3  1]
 [ 2  6 10  2]
 [ 4  2 53  1]
 [ 0  3  9  8]]"
1063;{'n_estimators': 95, 'max_depth': 9, 'min_data_in_leaf': 48, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,58%;67,50%;63,37%;57,08%;58,72%;"[[14  2  3  1]
 [ 2  6 10  2]
 [ 4  2 53  1]
 [ 0  3  9  8]]"
1413;{'n_estimators': 96, 'max_depth': 9, 'min_data_in_leaf': 48, 'learning_rate': 0,6677777777777778};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,63%;67,50%;63,37%;57,08%;58,72%;"[[14  2  3  1]
 [ 2  6 10  2]
 [ 4  2 53  1]
 [ 0  3  9  8]]"
646;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,08%;67,50%;62,87%;57,08%;58,72%;"[[14  1  3  2]
 [ 2  8  8  2]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
2265;{'n_estimators': 100, 'max_depth': 9, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,08%;67,50%;62,87%;57,08%;58,72%;"[[14  1  3  2]
 [ 2  8  8  2]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
2349;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,07%;67,50%;62,87%;57,08%;58,72%;"[[14  1  3  2]
 [ 2  8  8  2]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
2498;{'n_estimators': 100, 'max_depth': 8, 'min_data_in_leaf': 50, 'learning_rate': 0,6511111111111111};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,08%;67,50%;62,87%;57,08%;58,72%;"[[14  1  3  2]
 [ 2  8  8  2]
 [ 3  2 53  2]
 [ 0  3 11  6]]"
43;{'n_estimators': 96, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,42%;68,33%;64,90%;58,33%;58,71%;"[[16  0  3  1]
 [ 4  8  5  3]
 [ 4  1 53  2]
 [ 2  1 12  5]]"
270;{'n_estimators': 96, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,42%;68,33%;64,90%;58,33%;58,71%;"[[16  0  3  1]
 [ 4  8  5  3]
 [ 4  1 53  2]
 [ 2  1 12  5]]"
1590;{'n_estimators': 95, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,39%;68,33%;64,90%;58,33%;58,71%;"[[16  0  3  1]
 [ 4  8  5  3]
 [ 4  1 53  2]
 [ 2  1 12  5]]"
2336;{'n_estimators': 99, 'max_depth': 8, 'min_data_in_leaf': 47, 'learning_rate': 0,6844444444444444};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,32%;68,33%;64,90%;58,33%;58,71%;"[[16  0  3  1]
 [ 4  8  5  3]
 [ 4  1 53  2]
 [ 2  1 12  5]]"
1416;{'n_estimators': 96, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,27%;67,50%;61,66%;57,92%;58,71%;"[[16  1  2  1]
 [ 1  9  7  3]
 [ 3  2 52  3]
 [ 0  3 13  4]]"
1875;{'n_estimators': 98, 'max_depth': 7, 'min_data_in_leaf': 50, 'learning_rate': 0,69};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,36%;67,50%;61,66%;57,92%;58,71%;"[[16  1  2  1]
 [ 1  9  7  3]
 [ 3  2 52  3]
 [ 0  3 13  4]]"
