;parameters;modelo;auc_tr;accuracy_tr;precision_tr;recall_tr;f1_tr;Matriz_tr;auc_te;accuracy_te;precision_te;recall_te;f1_te;Matriz_te
198;{'n_estimators': 90, 'max_depth': 6, 'min_data_in_leaf': 23, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,02%;69,17%;68,11%;57,08%;58,79%;"[[16  0  4  0]
 [ 2  7  9  2]
 [ 1  2 56  1]
 [ 0  2 14  4]]"
167;{'n_estimators': 117, 'max_depth': 5, 'min_data_in_leaf': 26, 'learning_rate': 0,4363265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";85,14%;70,00%;64,85%;58,33%;58,79%;"[[16  1  2  1]
 [ 2  8  8  2]
 [ 2  2 56  0]
 [ 1  4 11  4]]"
105;{'n_estimators': 99, 'max_depth': 10, 'min_data_in_leaf': 39, 'learning_rate': 0,41306122448979593};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,21%;67,50%;63,40%;57,92%;58,76%;"[[16  1  2  1]
 [ 2  8  8  2]
 [ 3  3 52  2]
 [ 1  1 13  5]]"
13;{'n_estimators': 157, 'max_depth': 11, 'min_data_in_leaf': 22, 'learning_rate': 0,5371428571428571};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,54%;70,00%;68,66%;57,50%;58,73%;"[[14  1  3  2]
 [ 2 10  8  0]
 [ 3  0 57  0]
 [ 0  3 14  3]]"
160;{'n_estimators': 124, 'max_depth': 6, 'min_data_in_leaf': 63, 'learning_rate': 0,6844897959183673};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,37%;68,33%;65,12%;56,67%;58,72%;"[[13  2  4  1]
 [ 1  8  9  2]
 [ 4  0 55  1]
 [ 1  3 10  6]]"
146;{'n_estimators': 75, 'max_depth': 9, 'min_data_in_leaf': 40, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,74%;69,17%;66,23%;57,08%;58,69%;"[[14  2  3  1]
 [ 3  8  7  2]
 [ 3  1 56  0]
 [ 0  2 13  5]]"
95;{'n_estimators': 84, 'max_depth': 10, 'min_data_in_leaf': 57, 'learning_rate': 0,6146938775510205};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,57%;67,50%;63,21%;57,08%;58,67%;"[[14  1  3  2]
 [ 2  7  9  2]
 [ 3  2 53  2]
 [ 1  2 10  7]]"
97;{'n_estimators': 113, 'max_depth': 10, 'min_data_in_leaf': 40, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,96%;67,50%;63,29%;57,92%;58,67%;"[[15  1  3  1]
 [ 2 10  6  2]
 [ 3  4 52  1]
 [ 0  2 14  4]]"
239;{'n_estimators': 113, 'max_depth': 9, 'min_data_in_leaf': 43, 'learning_rate': 0,5448979591836735};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,44%;68,33%;65,32%;57,50%;58,58%;"[[15  1  4  0]
 [ 3  7  8  2]
 [ 4  1 54  1]
 [ 1  3 10  6]]"
2;{'n_estimators': 122, 'max_depth': 5, 'min_data_in_leaf': 63, 'learning_rate': 0,6457142857142857};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,86%;67,50%;63,05%;57,08%;58,57%;"[[13  3  3  1]
 [ 3  9  6  2]
 [ 2  4 53  1]
 [ 0  3 11  6]]"
14;{'n_estimators': 90, 'max_depth': 9, 'min_data_in_leaf': 27, 'learning_rate': 0,4828571428571429};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,77%;68,33%;65,28%;56,67%;58,56%;"[[14  1  4  1]
 [ 1  9  8  2]
 [ 1  3 55  1]
 [ 1  2 13  4]]"
161;{'n_estimators': 153, 'max_depth': 11, 'min_data_in_leaf': 32, 'learning_rate': 0,38979591836734695};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,78%;69,17%;64,39%;57,08%;58,54%;"[[13  2  3  2]
 [ 3  9  6  2]
 [ 3  1 56  0]
 [ 1  2 12  5]]"
194;{'n_estimators': 121, 'max_depth': 6, 'min_data_in_leaf': 49, 'learning_rate': 0,38204081632653064};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,82%;68,33%;64,79%;57,50%;58,51%;"[[15  1  4  0]
 [ 2  9  6  3]
 [ 2  4 54  0]
 [ 0  3 13  4]]"
111;{'n_estimators': 75, 'max_depth': 6, 'min_data_in_leaf': 63, 'learning_rate': 0,5216326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,99%;67,50%;62,60%;57,08%;58,43%;"[[14  1  4  1]
 [ 1  9  8  2]
 [ 3  1 53  3]
 [ 2  3 10  5]]"
153;{'n_estimators': 128, 'max_depth': 7, 'min_data_in_leaf': 38, 'learning_rate': 0,45959183673469384};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,08%;66,67%;62,68%;56,67%;58,42%;"[[14  1  3  2]
 [ 2  8  8  2]
 [ 3  2 52  3]
 [ 0  2 12  6]]"
168;{'n_estimators': 86, 'max_depth': 6, 'min_data_in_leaf': 31, 'learning_rate': 0,6379591836734694};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,71%;67,50%;63,44%;56,25%;58,42%;"[[13  2  3  2]
 [ 2  8  9  1]
 [ 2  1 54  3]
 [ 0  3 11  6]]"
214;{'n_estimators': 104, 'max_depth': 10, 'min_data_in_leaf': 60, 'learning_rate': 0,6689795918367347};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,92%;67,50%;64,15%;56,25%;58,39%;"[[13  2  4  1]
 [ 2  8  8  2]
 [ 2  3 54  1]
 [ 0  3 11  6]]"
80;{'n_estimators': 137, 'max_depth': 11, 'min_data_in_leaf': 35, 'learning_rate': 0,45183673469387753};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";80,96%;65,83%;62,36%;57,08%;58,38%;"[[15  1  3  1]
 [ 2  9  9  0]
 [ 2  4 50  4]
 [ 0  3 12  5]]"
259;{'n_estimators': 144, 'max_depth': 6, 'min_data_in_leaf': 56, 'learning_rate': 0,6844897959183673};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,51%;65,00%;60,15%;57,50%;58,36%;"[[14  2  3  1]
 [ 2  8  8  2]
 [ 4  4 48  4]
 [ 1  2  9  8]]"
75;{'n_estimators': 155, 'max_depth': 6, 'min_data_in_leaf': 32, 'learning_rate': 0,40530612244897957};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,74%;69,17%;63,86%;57,08%;58,32%;"[[14  2  2  2]
 [ 2  8  8  2]
 [ 2  2 56  0]
 [ 2  2 11  5]]"
265;{'n_estimators': 133, 'max_depth': 9, 'min_data_in_leaf': 26, 'learning_rate': 0,6612244897959183};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,41%;67,50%;63,14%;57,08%;58,22%;"[[15  0  3  2]
 [ 2  9  8  1]
 [ 2  3 53  2]
 [ 1  2 13  4]]"
268;{'n_estimators': 148, 'max_depth': 9, 'min_data_in_leaf': 24, 'learning_rate': 0,45183673469387753};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,72%;68,33%;65,38%;57,50%;58,22%;"[[16  0  3  1]
 [ 2  8  9  1]
 [ 3  1 54  2]
 [ 2  2 12  4]]"
53;{'n_estimators': 102, 'max_depth': 5, 'min_data_in_leaf': 25, 'learning_rate': 0,5371428571428571};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,46%;67,50%;63,81%;57,08%;58,12%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 2  5 53  0]
 [ 1  3 11  5]]"
273;{'n_estimators': 157, 'max_depth': 11, 'min_data_in_leaf': 60, 'learning_rate': 0,6224489795918366};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,85%;66,67%;63,50%;56,67%;58,06%;"[[14  2  3  1]
 [ 2  8  8  2]
 [ 3  5 52  0]
 [ 1  2 11  6]]"
211;{'n_estimators': 146, 'max_depth': 7, 'min_data_in_leaf': 26, 'learning_rate': 0,6224489795918366};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,63%;67,50%;63,14%;56,25%;58,05%;"[[15  1  4  0]
 [ 2  7  7  4]
 [ 1  2 54  3]
 [ 0  2 13  5]]"
175;{'n_estimators': 146, 'max_depth': 10, 'min_data_in_leaf': 50, 'learning_rate': 0,5991836734693877};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,18%;67,50%;62,74%;57,08%;58,05%;"[[15  0  3  2]
 [ 3  8  7  2]
 [ 3  2 53  2]
 [ 1  2 12  5]]"
165;{'n_estimators': 119, 'max_depth': 10, 'min_data_in_leaf': 44, 'learning_rate': 0,606938775510204};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,48%;68,33%;63,60%;57,50%;58,02%;"[[16  1  3  0]
 [ 3  8  7  2]
 [ 3  1 54  2]
 [ 0  3 13  4]]"
203;{'n_estimators': 99, 'max_depth': 5, 'min_data_in_leaf': 42, 'learning_rate': 0,5681632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,55%;67,50%;61,35%;57,08%;58,02%;"[[15  1  2  2]
 [ 2  8  8  2]
 [ 2  3 53  2]
 [ 1  3 11  5]]"
11;{'n_estimators': 75, 'max_depth': 5, 'min_data_in_leaf': 25, 'learning_rate': 0,4828571428571429};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,49%;69,17%;65,20%;57,08%;58,01%;"[[15  1  3  1]
 [ 2  7  9  2]
 [ 3  1 56  0]
 [ 2  3 10  5]]"
113;{'n_estimators': 133, 'max_depth': 5, 'min_data_in_leaf': 60, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,54%;66,67%;64,01%;56,67%;58,01%;"[[15  1  4  0]
 [ 1  8  9  2]
 [ 5  1 52  2]
 [ 0  3 12  5]]"
81;{'n_estimators': 84, 'max_depth': 8, 'min_data_in_leaf': 50, 'learning_rate': 0,45959183673469384};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,43%;66,67%;61,63%;56,67%;57,99%;"[[14  1  4  1]
 [ 2  8  7  3]
 [ 3  4 52  1]
 [ 0  4 10  6]]"
60;{'n_estimators': 111, 'max_depth': 7, 'min_data_in_leaf': 48, 'learning_rate': 0,5061224489795918};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,49%;67,50%;64,04%;56,25%;57,98%;"[[13  2  4  1]
 [ 2  8  8  2]
 [ 3  3 54  0]
 [ 1  3 10  6]]"
202;{'n_estimators': 137, 'max_depth': 8, 'min_data_in_leaf': 21, 'learning_rate': 0,6457142857142857};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,63%;67,50%;60,06%;57,92%;57,96%;"[[15  1  2  2]
 [ 2 10  6  2]
 [ 2  4 52  2]
 [ 2  3 11  4]]"
86;{'n_estimators': 150, 'max_depth': 7, 'min_data_in_leaf': 33, 'learning_rate': 0,3277551020408163};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,95%;68,33%;65,26%;56,67%;57,93%;"[[14  1  3  2]
 [ 2  9  8  1]
 [ 3  2 55  0]
 [ 1  2 13  4]]"
142;{'n_estimators': 157, 'max_depth': 5, 'min_data_in_leaf': 47, 'learning_rate': 0,32};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,32%;67,50%;61,39%;57,08%;57,92%;"[[14  2  2  2]
 [ 2  9  7  2]
 [ 3  3 53  1]
 [ 1  3 11  5]]"
231;{'n_estimators': 77, 'max_depth': 11, 'min_data_in_leaf': 36, 'learning_rate': 0,5526530612244898};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";86,17%;68,33%;67,04%;56,67%;57,92%;"[[15  0  4  1]
 [ 3  7  8  2]
 [ 3  1 55  1]
 [ 2  1 12  5]]"
166;{'n_estimators': 82, 'max_depth': 6, 'min_data_in_leaf': 29, 'learning_rate': 0,6302040816326531};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,15%;68,33%;61,36%;57,50%;57,91%;"[[15  1  2  2]
 [ 2  9  6  3]
 [ 3  2 54  1]
 [ 2  2 12  4]]"
283;{'n_estimators': 122, 'max_depth': 7, 'min_data_in_leaf': 58, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,58%;65,83%;61,06%;56,25%;57,90%;"[[13  2  3  2]
 [ 2  8  8  2]
 [ 2  5 51  2]
 [ 0  4  9  7]]"
64;{'n_estimators': 128, 'max_depth': 5, 'min_data_in_leaf': 60, 'learning_rate': 0,3277551020408163};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,34%;66,67%;63,46%;56,67%;57,82%;"[[14  3  3  0]
 [ 1  9  8  2]
 [ 3  4 52  1]
 [ 1  3 11  5]]"
70;{'n_estimators': 150, 'max_depth': 5, 'min_data_in_leaf': 26, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,74%;67,50%;63,24%;57,08%;57,81%;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 2  3 53  2]
 [ 3  1 11  5]]"
137;{'n_estimators': 130, 'max_depth': 5, 'min_data_in_leaf': 36, 'learning_rate': 0,5604081632653061};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,51%;65,83%;60,36%;57,08%;57,81%;"[[14  1  3  2]
 [ 2 10  7  1]
 [ 3  4 50  3]
 [ 1  3 11  5]]"
199;{'n_estimators': 81, 'max_depth': 7, 'min_data_in_leaf': 33, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,52%;68,33%;64,67%;56,67%;57,78%;"[[15  1  3  1]
 [ 2  7  9  2]
 [ 2  1 55  2]
 [ 3  1 11  5]]"
23;{'n_estimators': 111, 'max_depth': 5, 'min_data_in_leaf': 58, 'learning_rate': 0,5216326530612245};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,39%;68,33%;64,95%;55,83%;57,76%;"[[13  4  3  0]
 [ 2  7  9  2]
 [ 3  0 56  1]
 [ 1  2 11  6]]"
170;{'n_estimators': 155, 'max_depth': 11, 'min_data_in_leaf': 27, 'learning_rate': 0,4983673469387755};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,15%;67,50%;61,88%;57,08%;57,66%;"[[16  0  3  1]
 [ 2  8  8  2]
 [ 2  3 53  2]
 [ 1  3 12  4]]"
123;{'n_estimators': 113, 'max_depth': 5, 'min_data_in_leaf': 42, 'learning_rate': 0,4363265306122449};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,38%;68,33%;61,19%;57,50%;57,58%;"[[16  1  2  1]
 [ 2  9  7  2]
 [ 2  2 54  2]
 [ 1  3 13  3]]"
71;{'n_estimators': 86, 'max_depth': 7, 'min_data_in_leaf': 47, 'learning_rate': 0,7};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,74%;65,83%;58,84%;57,08%;57,55%;"[[15  1  4  0]
 [ 3  7  5  5]
 [ 2  5 50  3]
 [ 1  3  9  7]]"
213;{'n_estimators': 81, 'max_depth': 8, 'min_data_in_leaf': 32, 'learning_rate': 0,3510204081632653};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,76%;70,00%;65,30%;56,67%;57,54%;"[[15  1  3  1]
 [ 2  8  8  2]
 [ 1  1 58  0]
 [ 1  3 13  3]]"
250;{'n_estimators': 128, 'max_depth': 10, 'min_data_in_leaf': 54, 'learning_rate': 0,38204081632653064};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,67%;66,67%;62,71%;55,83%;57,53%;"[[13  1  4  2]
 [ 2  8  8  2]
 [ 4  2 53  1]
 [ 1  2 11  6]]"
274;{'n_estimators': 113, 'max_depth': 11, 'min_data_in_leaf': 32, 'learning_rate': 0,4906122448979592};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,54%;69,17%;65,78%;57,92%;57,52%;"[[17  0  2  1]
 [ 4  7  7  2]
 [ 3  1 55  1]
 [ 3  1 12  4]]"
118;{'n_estimators': 141, 'max_depth': 5, 'min_data_in_leaf': 64, 'learning_rate': 0,38979591836734695};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,75%;65,83%;61,40%;56,25%;57,47%;"[[15  2  2  1]
 [ 1  8  9  2]
 [ 3  3 51  3]
 [ 1  1 13  5]]"
34;{'n_estimators': 122, 'max_depth': 9, 'min_data_in_leaf': 47, 'learning_rate': 0,6224489795918366};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,98%;66,67%;62,11%;56,67%;57,43%;"[[16  0  3  1]
 [ 1  9  9  1]
 [ 3  2 52  3]
 [ 0  3 14  3]]"
82;{'n_estimators': 82, 'max_depth': 5, 'min_data_in_leaf': 30, 'learning_rate': 0,4828571428571429};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,46%;66,67%;61,81%;56,67%;57,43%;"[[15  1  3  1]
 [ 3  8  8  1]
 [ 2  4 52  2]
 [ 1  3 11  5]]"
56;{'n_estimators': 113, 'max_depth': 8, 'min_data_in_leaf': 55, 'learning_rate': 0,45183673469387753};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,25%;66,67%;61,99%;55,83%;57,41%;"[[14  2  3  1]
 [ 2  7  8  3]
 [ 2  4 53  1]
 [ 1  1 12  6]]"
262;{'n_estimators': 108, 'max_depth': 6, 'min_data_in_leaf': 53, 'learning_rate': 0,4828571428571429};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,95%;67,50%;64,25%;56,25%;57,39%;"[[15  2  3  0]
 [ 2  7  9  2]
 [ 3  2 54  1]
 [ 1  2 12  5]]"
10;{'n_estimators': 159, 'max_depth': 6, 'min_data_in_leaf': 33, 'learning_rate': 0,6612244897959183};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,52%;67,50%;61,24%;57,08%;57,38%;"[[16  1  2  1]
 [ 2  7  8  3]
 [ 3  2 53  2]
 [ 2  2 11  5]]"
278;{'n_estimators': 122, 'max_depth': 11, 'min_data_in_leaf': 56, 'learning_rate': 0,5759183673469388};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,09%;66,67%;60,56%;56,67%;57,37%;"[[14  2  2  2]
 [ 2  9  8  1]
 [ 2  4 52  2]
 [ 2  3 10  5]]"
98;{'n_estimators': 157, 'max_depth': 8, 'min_data_in_leaf': 28, 'learning_rate': 0,42081632653061224};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,09%;68,33%;60,29%;57,50%;57,36%;"[[16  1  2  1]
 [ 1  8  9  2]
 [ 2  2 54  2]
 [ 3  5  8  4]]"
78;{'n_estimators': 88, 'max_depth': 11, 'min_data_in_leaf': 55, 'learning_rate': 0,36653061224489797};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";84,29%;68,33%;62,39%;56,67%;57,32%;"[[14  2  2  2]
 [ 2 10  7  1]
 [ 3  1 55  1]
 [ 0  3 14  3]]"
284;{'n_estimators': 130, 'max_depth': 5, 'min_data_in_leaf': 34, 'learning_rate': 0,5293877551020408};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";81,76%;68,33%;66,62%;56,67%;57,32%;"[[16  1  3  0]
 [ 2  7 10  1]
 [ 3  1 55  1]
 [ 1  3 12  4]]"
266;{'n_estimators': 151, 'max_depth': 10, 'min_data_in_leaf': 33, 'learning_rate': 0,6767346938775509};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,86%;65,83%;62,54%;56,25%;57,31%;"[[14  1  4  1]
 [ 3  7  8  2]
 [ 4  3 51  2]
 [ 3  0 10  7]]"
172;{'n_estimators': 97, 'max_depth': 9, 'min_data_in_leaf': 58, 'learning_rate': 0,4751020408163265};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,53%;65,83%;60,49%;56,25%;57,27%;"[[14  0  4  2]
 [ 0 10  8  2]
 [ 4  2 51  3]
 [ 2  3 11  4]]"
216;{'n_estimators': 106, 'max_depth': 11, 'min_data_in_leaf': 27, 'learning_rate': 0,6146938775510205};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,57%;68,33%;64,00%;56,67%;57,26%;"[[16  1  2  1]
 [ 2  7  9  2]
 [ 3  1 55  1]
 [ 1  2 13  4]]"
271;{'n_estimators': 153, 'max_depth': 7, 'min_data_in_leaf': 38, 'learning_rate': 0,6379591836734694};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";83,90%;66,67%;60,10%;56,67%;57,22%;"[[15  1  2  2]
 [ 3  7  8  2]
 [ 3  3 52  2]
 [ 1  3 10  6]]"
119;{'n_estimators': 99, 'max_depth': 5, 'min_data_in_leaf': 43, 'learning_rate': 0,6224489795918366};Lighgbm;100,00%;100,00%;100,00%;100,00%;100,00%;"[[ 80   0   0   0]
 [  0  80   0   0]
 [  0   0 240   0]
 [  0   0   0  80]]";82,97%;66,67%;60,66%;56,67%;57,21%;"[[15  2  2  1]
 [ 2  9  8  1]
 [ 3  2 52  3]
 [ 0  4 12  4]]"
